room_id,host_id,room_type,country,city,neighborhood,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,deleted,minstay,last_modified,latitude,longitude,survey_id,location,coworker_hosted,extra_host_languages,name,property_type,currency,rate_type
15125458,95870458,Private room,NA,NA,NA,"Recoleta, Buenos Aires",23,4.5,1,1,NA,339,0,NA,2017-07-03T17:52:23Z,-34.591006,-58.393639,1,0101000020E61000000FB743C362324DC0B1DEA815A64B41C0,NA,{en},Habitacion privada en Recoleta,Apartment,ARS,nightly
1691316,3380366,Private room,NA,NA,NA,"Palermo, Buenos Aires",106,5,2,1,NA,559,0,NA,2017-07-03T17:52:26Z,-34.596165,-58.418294,1,0101000020E6100000780E65A88A354DC08A027D224F4C41C0,NA,{en},Palermo Cozy room wprivate bathroom,House,ARS,nightly
16069975,104686791,Private room,NA,NA,NA,"Recoleta, Buenos Aires",5,5,1,1,NA,254,0,NA,2017-07-03T17:52:26Z,-34.597862,-58.39617,1,0101000020E610000002D4D4B2B5324DC0B5C2F4BD864C41C0,NA,{en},"Habitacion Recoleta, Confort",Condominium,ARS,nightly
4470484,2034113,Private room,NA,NA,NA,Buenos Aires,102,4.5,2,1,NA,441,0,NA,2017-07-03T17:52:26Z,-34.620684,-58.383532,1,0101000020E6100000187C9A9317314DC04293C492724F41C0,NA,{},The Flan Room- Palacio Nr San Telmo,House,ARS,nightly
3564816,17949594,Private room,NA,NA,NA,"San Nicolás, Buenos Aires",20,4.5,1,1,NA,390,0,NA,2017-07-03T17:52:26Z,-34.600406,-58.379141,1,0101000020E61000004FC939B187304DC03D29931ADA4C41C0,NA,{en},"""Antique"" room @ El Centro",Apartment,ARS,nightly
4479962,8875440,Private room,NA,NA,NA,"Balvanera, Буэнос-Айрес",102,4.5,2,1,NA,424,0,NA,2017-07-03T17:52:26Z,-34.613224,-58.39456,1,0101000020E6100000A6272CF180324DC0A88FC01F7E4E41C0,NA,{},Private room - Congreso,House,ARS,nightly
15453487,4273580,Private room,NA,NA,NA,"Palermo, Buenos Aires",26,5,2,1,NA,424,0,NA,2017-07-03T17:52:26Z,-34.583437000000004,-58.42546,1,0101000020E6100000CAE0287975364DC060234910AE4A41C0,NA,{en},Palermo Soho Comfortable Room,Condominium,ARS,nightly
17623661,104642515,Private room,NA,NA,NA,"Monserrat, Buenos Aires",15,4.5,4,1,NA,797,0,NA,2017-07-03T17:52:26Z,-34.616553,-58.383475,1,0101000020E6100000B3EA73B515314DC017A06D35EB4E41C0,NA,{},APARTMENT 354 WITH HOTEL SERVICES - 4 PAX,Serviced apartment,ARS,nightly
17206289,115496907,Private room,NA,NA,NA,"Monserrat, Buenos Aires",14,4.5,2,1,NA,644,0,NA,2017-07-03T17:52:26Z,-34.614654,-58.373928,1,0101000020E6100000838769DFDC2F4DC0842D76FBAC4E41C0,NA,{},Beautiful Apartment in San Telmo,Serviced apartment,ARS,nightly
16439910,10131978,Private room,NA,NA,NA,"Palermo, Buenos Aires",5,5,2,1,NA,356,0,NA,2017-07-03T17:52:26Z,-34.58609,-58.419168,1,0101000020E6100000CEC3094CA7354DC09E4143FF044B41C0,NA,"{en,pt}",Spacious Bedroom in Palermo,Guest suite,ARS,nightly
12005672,64204860,Private room,NA,NA,NA,"Recoleta, Buenos Aires",29,4.5,1,1,NA,356,0,NA,2017-07-03T17:52:26Z,-34.593405,-58.398837,1,0101000020E6100000A6B73F170D334DC03524EEB1F44B41C0,NA,"{en,fr,it,pt}","Luz, silencio, verde.",Apartment,ARS,nightly
18506801,47740829,Private room,NA,NA,NA,"Palermo, Buenos Aires",6,4.5,2,1,NA,508,0,NA,2017-07-03T17:52:26Z,-34.586377,-58.427234,1,0101000020E6100000A0DE8C9AAF364DC03410CB660E4B41C0,NA,{en},"UBICACION, ESTILO Y CALIDEZ EN PALERMO SOHO",House,ARS,nightly
2331653,5850925,Private room,NA,NA,NA,"Recoleta, Buenos Aires",173,5,2,1,NA,508,0,NA,2017-07-03T17:52:26Z,-34.593612,-58.388669,1,0101000020E610000009FCE1E7BF314DC0AF415F7AFB4B41C0,NA,{en},Private Room in Recoleta,Apartment,ARS,nightly
14272266,2556830,Private room,NA,NA,NA,"San Telmo, Buenos Aires",7,5,2,1,NA,424,0,NA,2017-07-03T17:52:26Z,-34.621254,-58.372059,1,0101000020E61000005B971AA19F2F4DC02D414640854F41C0,NA,{en},Colonial guesthouse for Tangolovers,Guesthouse,ARS,nightly
10097512,51816893,Private room,NA,NA,NA,"Palermo, Buenos Aires",13,5,1,2,NA,220,0,NA,2017-07-03T17:52:26Z,-34.576424,-58.438053,1,0101000020E61000001475E61E12384DC09450FA42C84941C0,NA,{},BUENA UBICACION LUMINOSA AGRADABLE,Apartment,ARS,nightly
14966998,62424978,Private room,NA,NA,NA,Buenos Aires,32,5,1,1,NA,271,0,NA,2017-07-03T17:52:26Z,-34.591905,-58.433726,1,0101000020E610000063B6645584374DC060AB048BC34B41C0,NA,{en},"Casa Reina, habitacion en Palermo 5",House,ARS,nightly
9853093,2404211,Private room,NA,NA,NA,"Palermo, Buenos Aires",1,0,1,1,NA,237,0,NA,2017-07-03T17:52:26Z,-34.580068,-58.43084,1,0101000020E610000082E7DEC325374DC062BA10AB3F4A41C0,NA,"{en,pt}",Private room in the hearth of Palermo,House,ARS,nightly
7389615,3662178,Private room,NA,NA,NA,"Almagro, Buenos Aires",6,5,1,1,NA,373,0,NA,2017-07-03T17:52:26Z,-34.608117,-58.416866,1,0101000020E61000003C6876DD5B354DC0219221C7D64D41C0,NA,"{en,fr}",Comodo cuarto grande y apacible!,Apartment,ARS,nightly
1082792,3729771,Private room,NA,NA,NA,"San Telmo, Buenos Aires",41,5,3,1,NA,424,0,NA,2017-07-03T17:52:29Z,-34.620501,-58.375354,1,0101000020E61000001E3691990B304DC05111A7936C4F41C0,NA,{},BATH-LEDTv-WIFI-A/A-REF-MW & MORE!2,House,ARS,nightly
1807665,9473773,Entire home/apt,NA,NA,NA,"San Nicolás, Buenos Aires",144,5,3,0,NA,712,0,NA,2017-07-03T17:55:56Z,-34.599699,-58.372611,1,0101000020E61000009F909DB7B12F4DC0D238D4EFC24C41C0,NA,{en},HOT SALE!Boutique Apartment u$d21pp,Apartment,ARS,nightly
776893,2034113,Private room,NA,NA,NA,Buenos Aires,73,4.5,2,1,NA,475,0,NA,2017-07-03T17:52:29Z,-34.620539,-58.383355,1,0101000020E610000009E1D1C611314DC03F726BD26D4F41C0,NA,{},The Mint Room-Palacio Nr San Telmo,House,ARS,nightly
1182263,3380366,Private room,NA,NA,NA,"Palermo, Buenos Aires",97,5,2,1,NA,593,0,NA,2017-07-03T17:52:29Z,-34.596191,-58.417492,1,0101000020E6100000BB2BBB6070354DC0B39597FC4F4C41C0,NA,{en},"cozy room, private bathroom palermo",House,ARS,nightly
16367177,85933041,Entire home/apt,NA,NA,NA,"San Nicolás, Buenos Aires",35,4.5,2,0,NA,593,0,NA,2017-07-03T17:55:56Z,-34.603579,-58.377891,1,0101000020E6100000F33977BB5E304DC0B5C6A013424D41C0,NA,{},YOUR BEST CHOICE AT BUENOS AIRES,Apartment,ARS,nightly
317486,1621752,Private room,NA,NA,NA,"Palermo, Buenos Aires",82,4.5,1,1,NA,508,0,NA,2017-07-03T17:52:29Z,-34.589244,-58.421337,1,0101000020E610000021CCED5EEE354DC09FAEEE586C4B41C0,NA,"{en,ru}",Single Suite in Palermo Soho B&B,Apartment,ARS,nightly
10674751,3931697,Private room,NA,NA,NA,"San Nicolás, Buenos Aires",66,5,1,1,NA,339,0,NA,2017-07-03T17:52:29Z,-34.600319,-58.378977,1,0101000020E6100000D5777E5182304DC06E15C440D74C41C0,NA,{en},Cozy room in historic building,Apartment,ARS,nightly
2037181,1289035,Private room,NA,NA,NA,"Recoleta, Buenos Aires",84,5,1,1,NA,237,0,NA,2017-07-03T17:52:29Z,-34.59835,-58.403586,1,0101000020E6100000CD8FBFB4A8334DC0E3C798BB964C41C0,NA,"{en,fr}",Buenos Aires Center - Room to Rent,Apartment,ARS,nightly
10535241,484323,Entire home/apt,NA,NA,NA,"Barracas, Buenos Aires",8,4.5,4,2,NA,949,0,NA,2017-07-03T17:55:56Z,-34.631422,-58.372128,1,0101000020E610000083F6EAE3A12F4DC0CAFCA36FD25041C0,NA,"{en,fr}",SUPER COMFORTABLE DUPLEX,Apartment,ARS,nightly
15194375,89223160,Private room,NA,NA,NA,"Buenos Aires, Ciudad Autónoma de Buenos Aires, AR",39,5,2,1,NA,339,0,NA,2017-07-03T17:52:29Z,-34.591559,-58.377962,1,0101000020E6100000BC900E0F61304DC0C5538F34B84B41C0,NA,{},Best location in San Martin Square,Apartment,ARS,nightly
726367,3758647,Private room,NA,NA,NA,"Recoleta, Buenos Aires ",101,5,1,1,NA,424,0,NA,2017-07-03T17:52:29Z,-34.589759,-58.408836,1,0101000020E6100000B7B6F0BC54344DC0C6C210397D4B41C0,NA,"{en,fr,it,pt}","PALERMO, very nice room with private bathroom.",Apartment,ARS,nightly
10314075,53070476,Private room,NA,NA,NA,"Palermo, Buenos Aires",8,5,1,1,NA,305,0,NA,2017-07-03T17:52:29Z,-34.583596,-58.438697,1,0101000020E610000039ED293927384DC0C8091346B34A41C0,NA,{en},Un dormitorio con vista a  terraza,Other,ARS,nightly
14027604,22543423,Private room,NA,NA,NA,"Palermo, Buenos Aires",21,5,1,1,NA,322,0,NA,2017-07-03T17:52:29Z,-34.577087,-58.428926,1,0101000020E6100000B933130CE7364DC02FF99FFCDD4941C0,NA,"{en,pt}",Amplia Habitación en Palermo. Inmejorable Zona.,Apartment,ARS,nightly
18486610,15912195,Private room,NA,NA,NA,"Palermo, Buenos Aires",4,5,2,1,NA,373,0,NA,2017-07-03T17:52:29Z,-34.59304,-58.431371,1,0101000020E6100000AEB8382A37374DC0249C16BCE84B41C0,NA,"{en,fr}",Private Double Room in Buenos Aires,House,ARS,nightly
17819215,18545298,Entire home/apt,NA,NA,NA,"San Telmo, Buenos Aires",9,4.5,2,0,NA,525,0,NA,2017-07-03T17:55:56Z,-34.619108,-58.375162,1,0101000020E6100000DA59F44E05304DC0925852EE3E4F41C0,NA,{},Simple Studio - Optimum location in San Telmo,Apartment,ARS,nightly
3923622,20325289,Private room,NA,NA,NA,"Recoleta, Buenos Aires",72,5,2,1,NA,508,0,NA,2017-07-03T17:52:29Z,-34.597571,-58.402504,1,0101000020E61000002D41464085334DC0DE04DF347D4C41C0,NA,{en},Wonderfull Barrio Norte,Apartment,ARS,nightly
13273907,61278481,Private room,NA,NA,NA,"Monserrat, Buenos Aires",13,5,1,1,NA,271,0,NA,2017-07-03T17:52:29Z,-34.61071,-58.384424,1,0101000020E610000015E63DCE34314DC08AABCABE2B4E41C0,NA,{en},"Buenos Aires, Simple Room for one / Cuarto Simple",Apartment,ARS,nightly
4776828,24635239,Private room,NA,NA,NA,"Palermo, Buenos Aires",51,4.5,1,1,NA,339,0,NA,2017-07-03T17:52:29Z,-34.587889,-58.41258,1,0101000020E6100000E97DE36BCF344DC0CD565EF23F4B41C0,NA,{en},COMFORTABLE ROOM IN PALERMO,Apartment,ARS,nightly
4421757,22933185,Private room,NA,NA,NA,"San Telmo, Buenos Aires",29,5,1,1,NA,424,0,NA,2017-07-03T17:52:31Z,-34.617521000000004,-58.376365,1,0101000020E6100000F52D73BA2C304DC0EFCB99ED0A4F41C0,NA,{fr},Hab privada con baño en suite San Telmo,House,ARS,nightly
12453016,67376303,Entire home/apt,NA,NA,NA,"Recoleta, Buenos Aires",27,4.5,4,1,NA,1085,0,NA,2017-07-03T17:55:56Z,-34.591438,-58.393633,1,0101000020E61000002DD0EE9062324DC04ACE893DB44B41C0,NA,{},Apartamento en corazón de Recoleta,Apartment,ARS,nightly
3463039,14004150,Private room,NA,NA,NA,"Palermo, Buenos Aires",55,4.5,1,1,NA,441,0,NA,2017-07-03T17:52:31Z,-34.594199,-58.415215,1,0101000020E610000082E7DEC325354DC070287CB60E4C41C0,NA,"{en,it}",Beautiful Room in Perfect Location,Apartment,ARS,nightly
17995763,123672150,Private room,NA,NA,NA,Balvanera,3,5,1,1,NA,220,0,NA,2017-07-03T17:52:31Z,-34.598577,-58.404577,1,0101000020E61000005EDBDB2DC9334DC0A391CF2B9E4C41C0,NA,{},Amplia habitación barrio Balvanera,Apartment,ARS,nightly
17247592,116114638,Private room,NA,NA,NA,"Recoleta, Buenos Aires",11,5,1,1,NA,254,0,NA,2017-07-03T17:52:31Z,-34.597063,-58.387171,1,0101000020E6100000D57ABFD18E314DC06953758F6C4C41C0,NA,{},1 room whit private bathroom  in recoleta,Apartment,ARS,nightly
18754839,10274593,Entire home/apt,NA,NA,NA,"San Telmo, Buenos Aires",6,5,4,0,NA,593,0,NA,2017-07-03T17:55:56Z,-34.624464,-58.37788,1,0101000020E6100000FFE7305F5E304DC0C2C3B46FEE4F41C0,NA,"{en,it}",SAN TELMO - Moderno departamento 100% Equipado!!!!,Apartment,ARS,nightly
9645334,44091661,Entire home/apt,NA,NA,NA,"San Nicolás, Buenos Aires",86,5,3,0,NA,593,0,NA,2017-07-03T17:55:56Z,-34.60494,-58.378655,1,0101000020E6100000C3BB5CC477304DC0680586AC6E4D41C0,NA,{en},Buenos Aires Skyline,Apartment,ARS,nightly
5803809,30047791,Private room,NA,NA,NA,"Palermo, Buenos Aires",56,4.5,2,1,NA,763,0,NA,2017-07-03T17:52:31Z,-34.5815,-58.441268,1,0101000020E6100000BB6246787B384DC0DF4F8D976E4A41C0,NA,{en},boutique room4 in Palermo mansion,House,ARS,nightly
18562286,128865913,Private room,NA,NA,NA,"Recoleta, Buenos Aires",1,0,1,1,NA,356,0,NA,2017-07-03T17:52:31Z,-34.599293,-58.396339,1,0101000020E61000008E90813CBB324DC062DC0DA2B54C41C0,NA,{en},"Bella habitación plena de sol,para disfrutar Bs As",Apartment,ARS,nightly
17978965,110156664,Private room,NA,NA,NA,Palermo,6,5,2,1,NA,458,0,NA,2017-07-03T17:52:31Z,-34.57895,-58.428131,1,0101000020E6100000AFB321FFCC364DC075029A081B4A41C0,NA,{},Nice Single Room Double Bed in Palermo Hollywood,Apartment,ARS,nightly
13709131,80031932,Private room,NA,NA,NA,"Palermo, Buenos Aires",37,5,2,1,NA,373,0,NA,2017-07-03T17:52:31Z,-34.586408,-58.429382,1,0101000020E6100000DBBE47FDF5364DC06F0ED76A0F4B41C0,NA,"{en,pt}",Habitación para dos personas en pleno Palermo,Apartment,ARS,nightly
14898722,93514930,Private room,NA,NA,NA,"Palermo, Buenos Aires",24,5,1,1,NA,407,0,NA,2017-07-03T17:52:31Z,-34.581246,-58.4053,1,0101000020E6100000CE88D2DEE0334DC02577D844664A41C0,NA,{},Habitación en Palermo,Apartment,ARS,nightly
15237891,62937835,Private room,NA,NA,NA,"Balvanera, Buenos Aires",5,5,2,3,NA,203,0,NA,2017-07-03T17:52:31Z,-34.614399,-58.407237,1,0101000020E61000004F5C8E5720344DC0F9D85DA0A44E41C0,NA,{},Habitacion Amplia y comoda,Apartment,ARS,nightly
7206693,21381090,Entire home/apt,NA,NA,NA,"Palermo, Buenos Aires",62,4.5,2,0,NA,678,0,NA,2017-07-03T17:55:56Z,-34.578242,-58.438261,1,0101000020E61000005E0EBBEF18384DC03A9677D5034A41C0,NA,"{en,pt}",Mono-ambiente en Palermo,Apartment,ARS,nightly
5909683,30668382,Entire home/apt,NA,NA,NA,Buenos Aires,15,5,4,1,NA,1373,0,NA,2017-07-03T17:55:56Z,-34.595982,-58.43014,1,0101000020E6100000C959D8D30E374DC099805F23494C41C0,NA,"{en,pt}",Hermoso y nuevo Depto en Palermo ,Apartment,ARS,nightly
18776459,46968222,Private room,NA,NA,NA,"Palermo, Buenos Aires",1,0,2,1,NA,508,0,NA,2017-07-03T17:52:31Z,-34.58481,-58.437433,1,0101000020E61000007898F6CDFD374DC0D72FD80DDB4A41C0,NA,{en},Lovely double room in Palermo Hollywood,House,ARS,nightly
16839120,40974007,Private room,NA,NA,NA,Buenos Aires,23,5,2,4,NA,458,0,NA,2017-07-03T17:52:31Z,-34.601131,-58.441023,1,0101000020E610000054E4107173384DC04FCE50DCF14C41C0,NA,"{en,fr}",Private Room & Terrace in Villa Crespo,Apartment,ARS,nightly
9753838,42619462,Private room,NA,NA,NA,"Palermo, Buenos Aires",12,4.5,1,1,NA,322,0,NA,2017-07-03T17:52:31Z,-34.582792,-58.402295,1,0101000020E6100000132C0E677E334DC06A2FA2ED984A41C0,NA,{it},LA MEJOR UBICACION,Apartment,ARS,nightly
11315040,59170265,Private room,NA,NA,NA,"Recoleta, Buenos Aires",9,5,1,1,NA,373,0,NA,2017-07-03T17:52:34Z,-34.588233,-58.390825,1,0101000020E6100000C7BAB88D06324DC0C8B60C384B4B41C0,NA,{},"Habitacion, Depto. Recoleta, Bs.as.",Apartment,ARS,nightly
2537060,12989356,Private room,NA,NA,NA,"Almagro, Buenos Aires",99,5,2,1,NA,593,0,NA,2017-07-03T17:52:34Z,-34.614128,-58.422184,1,0101000020E61000007E7214200A364DC069C70DBF9B4E41C0,NA,{},Quintino`s Rooms,House,ARS,nightly
13276562,74825253,Private room,NA,NA,NA,"Balvanera, Buenos Aires",5,4.5,3,1,NA,322,0,NA,2017-07-03T17:52:34Z,-34.605155,-58.392357,1,0101000020E6100000A7AD11C138324DC0650113B8754D41C0,NA,"{en,pt}",Departamentos equipados con excelentes comodidades,Apartment,ARS,nightly
10049152,44693164,Private room,NA,NA,NA,"Palermo, Buenos Aires",2,0,1,1,NA,407,0,NA,2017-07-03T17:52:34Z,-34.581963,-58.414564,1,0101000020E6100000AA0CE36E10354DC0B43D7AC37D4A41C0,NA,"{en,fr}",Habitación muy luminosa  con baño en Palermo,Apartment,ARS,nightly
2149506,10970243,Private room,NA,NA,NA,Buenos Aires,15,5,1,1,NA,356,0,NA,2017-07-03T17:52:34Z,-34.634715,-58.410459,1,0101000020E6100000A8ACA6EB89344DC0ECA353573E5141C0,NA,{en},Habitación single Parque Patricios,Bed & Breakfast,ARS,nightly
17339238,117103308,Private room,NA,NA,NA,"Balvanera, Buenos Aires",2,0,2,1,NA,305,0,NA,2017-07-03T17:52:34Z,-34.603476,-58.397127,1,0101000020E6100000E6ADBA0ED5324DC0E0F599B33E4D41C0,NA,{},Habitacion luminosa privada!,Apartment,ARS,nightly
3200184,2389046,Private room,NA,NA,NA,Buenos Aires,36,5,1,1,NA,373,0,NA,2017-07-03T17:52:34Z,-34.601977,-58.432599,1,0101000020E610000023A46E675F374DC0DBF813950D4D41C0,NA,"{en,pt}","Habitación privada, con mucha luz.",Apartment,ARS,nightly
18795069,130829393,Private room,NA,NA,NA,"Monserrat, Buenos Aires",3,5,1,0,NA,169,0,NA,2017-07-03T17:52:34Z,-34.615642,-58.384222,1,0101000020E6100000AD33BE2F2E314DC0A305685BCD4E41C0,NA,{},Excelente habitacion a metro de UADe,Apartment,ARS,nightly
870174,4435671,Entire home/apt,NA,NA,NA,"Palermo, Buenos Aires",40,4,2,1,NA,593,0,NA,2017-07-03T18:05:59Z,-34.581067,-58.434617,1,0101000020E610000090A4A487A1374DC075E44867604A41C0,NA,{en},Cozy Studio in Palermo Hollywood,Apartment,ARS,nightly
6971444,23119553,Private room,NA,NA,NA,"Chacarita, Buenos Aires",29,5,2,1,NA,390,0,NA,2017-07-03T17:52:34Z,-34.590488,-58.446878,1,0101000020E6100000A4A65D4C33394DC019575C1C954B41C0,NA,"{en,it}",Home away from home!,Apartment,ARS,nightly
456644,2270625,Private room,NA,NA,NA,"Recoleta, Buenos Aires",70,4.5,2,1,NA,627,0,NA,2017-07-03T17:52:34Z,-34.588729,-58.39703,1,0101000020E6100000F4C308E1D1324DC0789ACC785B4B41C0,NA,"{en,it}",GINA Recoleta  B&B - Topacio´s Room,Bed & Breakfast,ARS,nightly
17728424,10130439,Private room,NA,NA,NA,"Monserrat, Buenos Aires",3,5,2,1,NA,373,0,NA,2017-07-03T17:52:34Z,-34.614123,-58.371447,1,0101000020E6100000429946938B2F4DC0575C1C959B4E41C0,NA,"{en,fr,it,pt}",Perfect Location! San Telmo - Bright- Racionalist,Apartment,ARS,nightly
17778240,114548618,Private room,NA,NA,NA,"Belgrano, Buenos Aires",11,5,2,2,NA,610,0,NA,2017-07-03T17:52:34Z,-34.553135,-58.441925,1,0101000020E6100000742497FF90384DC0F0A2AF20CD4641C0,NA,{},Habitación cómoda en casa moderna,House,ARS,nightly
10995221,57049922,Private room,NA,NA,NA,"Balvanera, Buenos Aires",33,5,2,1,NA,288,0,NA,2017-07-03T17:52:34Z,-34.610683,-58.410805,1,0101000020E610000043041C4295344DC0919C4CDC2A4E41C0,NA,{en},Lovely and large private room,Apartment,ARS,nightly
12270722,62424978,Private room,NA,NA,NA,Buenos Aires,54,5,2,1,NA,322,0,NA,2017-07-03T17:52:34Z,-34.591469,-58.434963,1,0101000020E61000002BFC19DEAC374DC085CC9541B54B41C0,NA,{en},"Casa Reina, habitacion en Palermo 2",House,ARS,nightly
16856078,92621346,Private room,NA,NA,NA,Buenos Aires,10,5,2,1,NA,322,0,NA,2017-07-03T17:52:34Z,-34.611051,-58.464493,1,0101000020E6100000471CB281743B4DC014984EEB364E41C0,NA,{},Room with private bathroom in beautiful house,House,ARS,nightly
1916584,6636647,Private room,NA,NA,NA,"La Boca, Buenos Aires",23,5,1,1,NA,390,0,NA,2017-07-03T17:52:34Z,-34.639822,-58.368836,1,0101000020E610000032CB9E04362F4DC073A1F2AFE55141C0,NA,"{en,fr,pt}",HERMOSO CUARTO SINGLE EN EL CORAZÓN DE LA BOCA.,House,ARS,nightly
383026,906277,Private room,NA,NA,NA,"San Telmo, Buenos Aires",56,4.5,1,1,NA,424,0,NA,2017-07-03T17:52:34Z,-34.619719,-58.369994,1,0101000020E6100000ADDBA0F65B2F4DC0DCDAC2F3524F41C0,NA,"{en,fr,it,pt}", At the heart of San Telmo. Single,Apartment,ARS,nightly
330083,1685810,Private room,NA,NA,NA,"Palermo, Buenos Aires",71,5,2,1,NA,424,0,NA,2017-07-03T17:52:37Z,-34.589523,-58.423062,1,0101000020E6100000161747E526364DC0B29E5A7D754B41C0,NA,{},Habitación en Palermo Soho Tango.,Loft,ARS,nightly
18273966,47740829,Private room,NA,NA,NA,"Palermo, Buenos Aires",2,0,2,1,NA,492,0,NA,2017-07-03T17:52:37Z,-34.585922,-58.42594,1,0101000020E61000007407B13385364DC0E200FA7DFF4A41C0,NA,{en},"UBICACION, CALIDEZ Y ESTILO EN EL SOHO DE PALERMO",House,ARS,nightly
17958398,123061813,Private room,NA,NA,NA,Palermo,4,5,1,1,NA,373,0,NA,2017-07-03T17:52:37Z,-34.587323,-58.422415,1,0101000020E6100000802BD9B111364DC024986A662D4B41C0,NA,"{en,fr,it,pt}",Very well located Comfy room in nice house Palermo,Guest suite,ARS,nightly
17281660,104642515,Private room,NA,NA,NA,"Monserrat, Buenos Aires",20,4.5,4,2,NA,864,0,NA,2017-07-03T17:52:37Z,-34.616213,-58.385278,1,0101000020E610000024EF1CCA50314DC05E2F4D11E04E41C0,NA,{},APARTMENT 349 WITH HOTEL SERVICES,Serviced apartment,ARS,nightly
2763692,5850925,Private room,NA,NA,NA,"Recoleta, Buenos Aires",159,5,1,1,NA,373,0,NA,2017-07-03T17:52:37Z,-34.592773,-58.388058,1,0101000020E6100000C07971E2AB314DC0D57954FCDF4B41C0,NA,{en},Private Room in Recoleta,Apartment,ARS,nightly
1830367,3758647,Private room,NA,NA,NA,"Recoleta, Buenos Aires ",113,5,3,1,NA,559,0,NA,2017-07-03T17:52:37Z,-34.588093,-58.405187,1,0101000020E6100000D6E1E82ADD334DC0D600A5A1464B41C0,NA,"{en,fr,it,pt}","PALERMO,  charming,  sunny & huge room, with A/C",Apartment,ARS,nightly
1966725,3380366,Private room,NA,NA,NA,"Palermo, Buenos Aires",120,5,4,1,NA,627,0,NA,2017-07-03T17:52:37Z,-34.596391,-58.418113,1,0101000020E610000027840EBA84354DC07A50508A564C41C0,NA,{en},PALERMO ROOM WITH PRIVATE BATHROOM,House,ARS,nightly
2536097,12989356,Private room,NA,NA,NA,"Almagro, Buenos Aires",95,5,1,1,NA,407,0,NA,2017-07-03T17:52:37Z,-34.613542,-58.421949,1,0101000020E61000003ACAC16C02364DC0795C548B884E41C0,NA,{},Quintino`s Rooms,House,ARS,nightly
4950936,8875440,Private room,NA,NA,NA,"Balvanera, Buenos Aires",20,5,2,1,NA,424,0,NA,2017-07-03T17:52:37Z,-34.614151,-58.39404,1,0101000020E61000006DA818E76F324DC021E7FD7F9C4E41C0,NA,{},Congreso -Private rooms (Hermitage),House,ARS,nightly
14311921,38248197,Private room,NA,NA,NA,Buenos Aires,14,5,1,1,NA,356,0,NA,2017-07-03T17:52:37Z,-34.619933,-58.382488,1,0101000020E6100000658EE55DF5304DC0085BECF6594F41C0,NA,{},Single room 10 ' from San Telmo,Guesthouse,ARS,nightly
456640,2270625,Private room,NA,NA,NA,"Recoleta, Buenos Aires",80,4.5,2,1,NA,508,0,NA,2017-07-03T17:52:37Z,-34.588033,-58.3951,1,0101000020E6100000265305A392324DC001FC53AA444B41C0,NA,"{en,it}",GINA Recoleta  B&B - Teo´s Room,Bed & Breakfast,ARS,nightly
13426307,74825253,Private room,NA,NA,NA,"Balvanera, Buenos Aires",12,4.5,3,1,NA,492,0,NA,2017-07-03T17:52:37Z,-34.605637,-58.394032,1,0101000020E6100000EBC9FCA36F324DC0B01F6283854D41C0,NA,"{en,pt}",Departamentos de 41 metros en pleno centro,Condominium,ARS,nightly
2003300,1685810,Private room,NA,NA,NA,"Palermo, Buenos Aires",110,4.5,1,1,NA,424,0,NA,2017-07-03T17:52:37Z,-34.590891,-58.421462,1,0101000020E6100000DD408177F2354DC01840F850A24B41C0,NA,{},Palermo Soho Tango,Loft,ARS,nightly
7031038,3380366,Private room,NA,NA,NA,"Palermo, Buenos Aires",70,5,3,1,NA,627,0,NA,2017-07-03T17:52:37Z,-34.597453,-58.418385,1,0101000020E61000008811C2A38D354DC0D4F20357794C41C0,NA,{en},Palermo Amazing 1898 house !,House,ARS,nightly
2538800,12989356,Private room,NA,NA,NA,"Almagro, Buenos Aires",58,5,2,1,NA,593,0,NA,2017-07-03T17:52:37Z,-34.61523,-58.424181,1,0101000020E6100000D34A21904B364DC050C24CDBBF4E41C0,NA,{},Quintino`s Rooms,House,ARS,nightly
7360172,38248197,Private room,NA,NA,NA,Buenos Aires,57,5,2,1,NA,424,0,NA,2017-07-03T17:52:37Z,-34.621254,-58.383595,1,0101000020E61000005EF415A419314DC02D414640854F41C0,NA,{},Lo de Norma bnb,Bed & Breakfast,ARS,nightly
17624112,104642515,Private room,NA,NA,NA,"Monserrat, Buenos Aires",9,4.5,3,2,NA,661,0,NA,2017-07-03T17:52:37Z,-34.617546,-58.384109,1,0101000020E6100000B58CD47B2A314DC047E350BF0B4F41C0,NA,{},DEPARTAMENTO 461 - SERVICIOS DE HOTEL- HASTA 3 PAX,Serviced apartment,ARS,nightly
17138854,115214564,Entire home/apt,NA,NA,NA,"Palermo, Buenos Aires",5,5,2,1,NA,729,0,NA,2017-07-03T17:55:56Z,-34.581099,-58.410577,1,0101000020E6100000B2BE81C98D344DC0815EB873614A41C0,NA,{},Warm Apart in Barrio Norte,Apartment,ARS,nightly
174761,834898,Private room,NA,NA,NA,"Barracas, Buenos Aires",93,4.5,4,1,NA,373,0,NA,2017-07-03T17:52:40Z,-34.652238,-58.37744,1,0101000020E6100000E31934F44F304DC0AE9AE7887C5341C0,NA,"{en,pt}",BIG ROOM IN BEAUTIFUL STYLE HOUSE,Guest suite,ARS,nightly
